"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature name","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDSP909","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CJ01","Reduce impact of mixed source pollution",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP910","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP911","Ports and traffic","not specified","MATL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Theese populations are relatively large, and the trends are not all that clear, therfore the extent of the need for measures is hard to quantify at this point. Some N2000 areas for the species are in place, but measures in them are yet to be implemented. There are some general measures to reduce bycatch in place.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP912","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CJ01","Reduce impact of mixed source pollution",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP913","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP914","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP915","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG05","Reduce bycatch and incidental killing of non-target species",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP916","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG05","Reduce bycatch and incidental killing of non-target species",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP917","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP918","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CJ01","Reduce impact of mixed source pollution",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP919","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF09","Reduce/eliminate noise, light, heat or other forms pollution from industrial, commercial, residential and recreational areas and activities",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP920","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP921","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP922","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC03","Adapt/manage renewable energy installation, facilities and operation",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP923","Ports and traffic","not specified","MBAL","SE","Sweden","Species","1351","Phocoena phocoena","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC03","Adapt/manage renewable energy installation, facilities and operation",0,"increase","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Some N2000 areas for the species are in place, however, no measures are taken in those areas yet. There is also a huge part of the most important area (Hoburgs bank och Midsjöbankarna) excluded from the appointed N2000 area despite beeing the only breeding area for the population. One of the more important areas for the population (Hanöbukten) has no protection at all, and was excluded from becoming a N2000 area. There are some attempts at reducing bycatch and general pollution in the baltic, but no other porpoise specific measures are in place yet.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP924","Ports and traffic","not specified","MATL","UK","UK","Species","1376","Lithothamnium coralloides","Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p",,"H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","This section is not a requirement for Annex V species, however, measures are in place and so have been reported in this section for extra information. The following conservation measures were also identified, however, a maximum of 10 could be listed: CI03- Management, control or eradication of other invasive alien species, CC05- Adapt/manage fossil energy installation, facilities and operation, CF03- Reduce impact of outdoor sports, leisure and recreational activities, CF12- Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities, CC03- Adapt/manage renewable energy installation, facilities and operation, CC01- Adapt/manage extraction of non-energy resources, CF10- Manage changes in hydrological and coastal systems and regimes for construction and development. For methods see JNCC website for 2019 UK Approach Document and country-level reporting information.",1,0,1,0,0,0,0,0,0,0,0,2
